english	translation	category	sub_category	source
Pray at the Elidinis statuette in Nardah.	在那尔达城的伊莉迪尼斯小雕像前祈祷。	manual	ai_cache	ai_cache_20260619
Purchase and equip a granite body from Barbarian	从野蛮人那里购买并装备花岗岩胸甲	manual	ai_cache	ai_cache_20260619
Purchase some Barrows gloves from the Lumbridge bank	从仑桥镇银行购买一些巴罗斯手套	manual	ai_cache	ai_cache_20260619
Read the Blackboard at Barbarian Assault after reaching	在达到指定等级后阅读野蛮人突袭的黑板报	manual	ai_cache	ai_cache_20260619
Recharge some Jewellery at the Totem in the Legends	在传说之境的图腾处为首饰充能	manual	ai_cache	ai_cache_20260619
Recharge some Jewellery at the Totem in the Legends Guild.	在传奇公会的图腾处为首饰充能。	manual	ai_cache	ai_cache_20260619
Recharge your prayer at the Emir's Arena with Smite	在埃米尔竞技场使用惩戒来恢复祈祷值	manual	ai_cache	ai_cache_20260619
Recharge your prayer in the Port Sarim church while	在沙林港教堂恢复你的祈祷值，同时	manual	ai_cache	ai_cache_20260619
Refill your waterskins in the Desert using Lunar magic.	在沙漠中使用月魔法装满你的水袋。	manual	ai_cache	ai_cache_20260619
Repair a broken strut in the Motherlode Mine.	修理母岩矿坑中的一个破损支撑柱。	manual	ai_cache	ai_cache_20260619
Restore at least 85 Prayer points when praying at the	在圣物前祈祷时恢复至少85点祈祷值	manual	ai_cache	ai_cache_20260619
Restore at least 85 Prayer points when praying at the Altar in Sophanem.	在索法尼恩城的祭坛祈祷时恢复至少85点祈祷值。	manual	ai_cache	ai_cache_20260619
Restore some prayer points at the demonic ruins.	在恶魔废墟恢复一些祈祷值。	manual	ai_cache	ai_cache_20260619
Reward:	奖励：	manual	ai_cache	ai_cache_20260619
Sarim jail.	沙林监狱。	manual	ai_cache	ai_cache_20260619
Score a goal in a Gnomeball match.	在地精球比赛中进球。	manual	ai_cache	ai_cache_20260619
Select a colour for your kitten.	为你的小猫选择一种颜色。	manual	ai_cache	ai_cache_20260619
Sell some artefacts to Simon Templeton.	把一些文物卖给西蒙.坦普尔顿。	manual	ai_cache	ai_cache_20260619
Sir Amik Varze asked me to investigate the Black Knights'	阿米克.瓦尔泽爵士让我调查黑骑士的……	manual	ai_cache	ai_cache_20260619
Sir Amik Varze asked me to investigate the Black Knights' Fortress. I sneaked inside disguised as a Guard.	阿米克.瓦尔泽爵士让我调查黑骑士要塞。我伪装成守卫溜了进去。	manual	ai_cache	ai_cache_20260619
Slay a Dust Devil in the desert cave with a Slayer helmet	在沙漠洞穴中用杀戮者头盔杀死一只尘魔	manual	ai_cache	ai_cache_20260619
Slay a Dust Devil in the desert cave with a Slayer helmet equipped.	装备杀戮者头盔时击杀沙漠洞穴中的尘魔。	manual	ai_cache	ai_cache_20260619
Slay a Spiritual mage within the Godwars Dungeon.	在神战地牢内击杀一名幽魂法师。	manual	ai_cache	ai_cache_20260619
Slay a desert lizard.	杀死一条沙漠蜥蜴。	manual	ai_cache	ai_cache_20260619
Slay a spiritual mage inside the wilderness Godwars	在荒野神战中击杀一个幽魂法师	manual	ai_cache	ai_cache_20260619
Smelt an Adamantite bar in The Forsaken Tower.	在被遗弃的高塔内冶炼一个精金锭。	manual	ai_cache	ai_cache_20260619
Smith a Dragon sq shield in West Ardougne.	在西阿多尼城锻造龙金方盾。	manual	ai_cache	ai_cache_20260619
Smith a Golden helmet in the Resource Area.	在资源区锻造一个金色头盔。	manual	ai_cache	ai_cache_20260619
Smith a Mithril platebody near Ardougne.	在阿多尼城附近锻造秘银胸甲。	manual	ai_cache	ai_cache_20260619
Smith a rune scimitar from scratch in the Resource Area.	在资源区从头开始锻造一把符文弯刀。	manual	ai_cache	ai_cache_20260619
Smith an Adamant spear at Otto's Grotto.	在奥托的洞穴里锻造一把精金长矛。	manual	ai_cache	ai_cache_20260619
Smith and fletch ten rune darts within Varrock.	在维洛克城内制作并制箭十支符文飞镖。	manual	ai_cache	ai_cache_20260619
Smith some Blurite Limbs on Doric's Anvil.	在多里克的铁砧上锻造一些蓝铁弩臂。	manual	ai_cache	ai_cache_20260619
Speak to Haig Halen after obtaining at least 50 Kudos.	获得至少50点声望后与海格.哈伦交谈。	manual	ai_cache	ai_cache_20260619
Speak to Orlando Smith when you have achieved 153	当你达到153级时，去找奥兰多.史密斯谈谈。	manual	ai_cache	ai_cache_20260619
Speak to Sherlock.	去找夏洛克谈谈。	manual	ai_cache	ai_cache_20260619
Speak to the KQ head in your POH.	去你的家园与KQ首领谈谈。	manual	ai_cache	ai_cache_20260619
Spin a bowl on the pottery wheel and fire it in the oven in	在陶轮上旋转一个碗，然后把它放进烤箱里烧制	manual	ai_cache	ai_cache_20260619
Spin a bowl on the pottery wheel and fire it in the oven in Barb Village.	在陶轮上旋转一个碗，然后在巴布村的烤箱里烧制。	manual	ai_cache	ai_cache_20260619
Squeeze past the jutting wall on your way to the cosmic	挤过突出的岩壁前往宇宙	manual	ai_cache	ai_cache_20260619
Steal a feather from the Desert Phoenix.	从沙漠凤凰身上偷一根羽毛。	manual	ai_cache	ai_cache_20260619
Steal from a Dorgesh-Kaan rich chest.	从多吉需坎城的宝箱中偷窃。	manual	ai_cache	ai_cache_20260619
Steal from a chest in Ardougne Castle.	从阿多尼城堡的宝箱中偷窃。	manual	ai_cache	ai_cache_20260619
Steal from the Grand Gold Chest in the final room of	在最终房间的“大金宝箱”中偷窃	manual	ai_cache	ai_cache_20260619
Steal from the Grand Gold Chest in the final room of Pyramid Plunder.	从金字塔掠夺最后房间的大金箱偷窃	manual	ai_cache	ai_cache_20260619
Steal from the Keldagrim Gem Stall.	从凯尔达格林宝石摊位偷窃。	manual	ai_cache	ai_cache_20260619
Steal from the Keldagrim crafting or baker's stall.	从凯尔达格林城的制作摊位或面包师摊位偷窃。	manual	ai_cache	ai_cache_20260619
Steal from the Tea stall in Varrock.	从维洛克城的茶摊偷窃。	manual	ai_cache	ai_cache_20260619
Successfully kill a Ket-Zek in the Fight Caves.	在战斗洞穴中成功击杀凯特泽克。	manual	ai_cache	ai_cache_20260619
Switch to the Necromancy Spellbook at Tyss.	在提西斯处切换至死灵法术书。	manual	ai_cache	ai_cache_20260619
Take a boat to Land's End.	坐船去兰兹角村。	manual	ai_cache	ai_cache_20260619
Take the agility shortcut from Trollheim into the	从巨魔之乡进入阿多尼城的敏捷捷径	manual	ai_cache	ai_cache_20260619
Take the agility shortcut from the Grand Tree to Otto's	从大树到奥托的敏捷捷径	manual	ai_cache	ai_cache_20260619
Take the agility shortcut from the Grand Tree to Otto's Grotto.	从大树家园到奥托洞穴走敏捷捷径。	manual	ai_cache	ai_cache_20260619
Take the boat to Entrana.	乘船前往恩特纳岛。	manual	ai_cache	ai_cache_20260619
Tale of the Righteous, The Forsaken Tower, The Ascent of Arceuus)	《正义传说》、《被遗弃的高塔》、《阿西乌斯城崛起》等任务中获得的奖励。	manual	ai_cache	ai_cache_20260619
Talk to the Emblem Trader in Edgeville about emblems.	去边陲镇找徽章商人谈谈徽章的事。	manual	ai_cache	ai_cache_20260619
Telegrab some Wine of Zamorak at the Chaos Temple by	在混沌神殿用传送抓取一些扎莫拉克之酒	manual	ai_cache	ai_cache_20260619
Teleport to Ape Atoll.	传送至猿猴岛。	manual	ai_cache	ai_cache_20260619
Teleport to Barbarian Village with a skull sceptre.	用骷髅权杖传送至野蛮人村庄。	manual	ai_cache	ai_cache_20260619
Teleport to Enakhra's Temple with the Camulet.	佩戴骆驼护符传送至伊纳克拉神庙。	manual	ai_cache	ai_cache_20260619
Teleport to Pest Control using the Minigame teleports.	使用小游戏传送术传送到虫害治理。	manual	ai_cache	ai_cache_20260619
Teleport to Pollnivneach with a redirected teleport to	传送至波尼尼镇 (重定向传送至)	manual	ai_cache	ai_cache_20260619
Teleport to Pollnivneach with a redirected teleport to house tablet.	使用重定向房屋传送板传送到波尼尼镇。	manual	ai_cache	ai_cache_20260619
Teleport to Xeric's Heart using Xeric's Talisman.	使用泽里克护符传送至泽里克之心。	manual	ai_cache	ai_cache_20260619
Teleport to the Watchtower.	传送至瞭望塔。	manual	ai_cache	ai_cache_20260619
The top three crab crushers were KOMBO CITY, <osrscn-name-0>, & Ritious Rahh!	前三名螃蟹粉碎者是 KOMBO CITY、<osrscn-name-0> 和 Ritious Rahh！	manual	ai_cache	ai_cache_20260619
Trade furs with the Fancy Dress Seller for a spottier cape	用毛皮与服装店老板交易，换取斑点斗篷	manual	ai_cache	ai_cache_20260619
Trap a Spined Larupia.	陷阱捕捉刺皮棘刺狮	manual	ai_cache	ai_cache_20260619
Travel from Eagles' Peak to the Feldip Hills by Eagle.	乘鹰从鹰峰前往费迪普丘陵。	manual	ai_cache	ai_cache_20260619
Travel from the Shantay Pass to Pollnivneach by Magic	使用魔法从沙泰隘口前往波尼尼镇	manual	ai_cache	ai_cache_20260619
Travel from the Shantay Pass to Pollnivneach by Magic Carpet.	乘坐魔法飞毯从沙泰隘口前往波尼尼镇。	manual	ai_cache	ai_cache_20260619
Travel to Ardougne via the port near Brimhaven.	经布尔哈文镇附近的港口前往阿多尼城。	manual	ai_cache	ai_cache_20260619
Travel to Dragontooth Isle.	前往龙齿岛。	manual	ai_cache	ai_cache_20260619
Travel to McGrubor's Wood by Fairy Ring.	通过仙女环前往麦格鲁伯森林。	manual	ai_cache	ai_cache_20260619
Travel to Miscellania by Fairy ring.	乘仙子环前往米斯凯尼亚王国。	manual	ai_cache	ai_cache_20260619
Travel to Port Sarim via the dock, east of Musa Point.	经穆萨角东侧的码头前往沙林港。	manual	ai_cache	ai_cache_20260619
Travel to Uzer via Magic Carpet.	乘坐魔法飞毯前往乌泽。	manual	ai_cache	ai_cache_20260619
Travel to the Desert via Eagle.	乘鹰前往沙漠。	manual	ai_cache	ai_cache_20260619
Travel to the Fairy Ring south of Mount Karuulm.	前往卡鲁尔姆山南侧的仙女环。	manual	ai_cache	ai_cache_20260619
Travel to the Feldip Hills by Gnome Glider.	乘坐地精滑翔机前往费迪普丘陵。	manual	ai_cache	ai_cache_20260619
Travel to the Gnome Stronghold by Spirit Tree.	乘仙灵树前往地精要塞。	manual	ai_cache	ai_cache_20260619
Travel to the Wizards' Tower by Fairy ring.	乘坐仙女环前往法师塔。	manual	ai_cache	ai_cache_20260619
Turn your small crystal seed into a Crystal saw.	将你的小型水晶种子转化为水晶锯。	manual	ai_cache	ai_cache_20260619
Unlock the Crystal chest in Taverley	解锁塔韦利村的水晶箱	manual	ai_cache	ai_cache_20260619
Use Kharedst's memoirs to teleport to all five cities in	使用卡雷德斯的回忆录传送到所有五座城市	manual	ai_cache	ai_cache_20260619
Use Lunar magic to make 20 mahogany planks at the	在月魔法岛上使用月魔法制作20块红木板	manual	ai_cache	ai_cache_20260619
Use the Elven overpass advanced cliffside shortcut.	使用精灵天桥的高阶悬崖捷径。	manual	ai_cache	ai_cache_20260619
Use the Fishing spots north of the banana plantation.	使用香蕉种植园北边的钓鱼点。	manual	ai_cache	ai_cache_20260619
Use the balloon to travel from Varrock.	使用热气球从维洛克城出发。	manual	ai_cache	ai_cache_20260619
Use the crossbow shortcut south of the volcano.	使用火山南边的弩快捷方式。	manual	ai_cache	ai_cache_20260619
Use the grapple shortcut to get from the water obelisk to	使用抓钩捷径从水中的方尖碑前往	manual	ai_cache	ai_cache_20260619
Use the rope swing to travel to the small island north-west	使用绳索秋千前往西北方向的小岛。	manual	ai_cache	ai_cache_20260619
Visit the Genie.	拜访精灵。	manual	ai_cache	ai_cache_20260619
Visit the Island East of the Necromancer's tower.	前往死灵法师塔东边的岛屿。	manual	ai_cache	ai_cache_20260619
Visit the Isle of Crandor via the dungeon below the	通过下方地牢前往克兰多尔岛	manual	ai_cache	ai_cache_20260619
Visit the Lighthouse from Waterbirth island.	从水诞岛前往灯塔。	manual	ai_cache	ai_cache_20260619
Witchaven or Yanille.	女巫港或亚尼勒城。	manual	ai_cache	ai_cache_20260619
Zamorak in the God Wars Dungeon.	扎莫拉克在神战地牢。	manual	ai_cache	ai_cache_20260619
amulet that was imbued there.	护身符，它在那里被注入了力量。	manual	ai_cache	ai_cache_20260619
barrows set.	巴罗斯套装。	manual	ai_cache	ai_cache_20260619
cage.	笼子。	manual	ai_cache	ai_cache_20260619
cake. I brought the cook an egg, some flour and some milk and	蛋糕。我给厨师带了一颗蛋、一些面粉和一些牛奶，	manual	ai_cache	ai_cache_20260619
claimed my reward for a job well done.	来领取我出色工作的报酬。	manual	ai_cache	ai_cache_20260619
discovered that their invincibility potion could be destroyed	发现他们的无敌药水可以被摧毁	manual	ai_cache	ai_cache_20260619
equipped.	装备好。	manual	ai_cache	ai_cache_20260619
forgotten to buy the ingredients he needed to make him a	忘了买做他需要的食材。	manual	ai_cache	ai_cache_20260619
furnace.	熔炉。	manual	ai_cache	ai_cache_20260619
house.	房子。	manual	ai_cache	ai_cache_20260619
lets me burn things less whenever I wish to cook there.	让我在想在那里烹饪时烧东西更少。	manual	ai_cache	ai_cache_20260619
level 5 in every role.	每个角色达到5级。	manual	ai_cache	ai_cache_20260619
mine.	矿井。	manual	ai_cache	ai_cache_20260619
patch.	种植地。	manual	ai_cache	ai_cache_20260619
the cook made a delicious looking cake with them.	厨师用它们做了一个看起来美味的蛋糕。	manual	ai_cache	ai_cache_20260619
volcano.	火山。	manual	ai_cache	ai_cache_20260619
with a normal cabbage.	普通卷心菜。	manual	ai_cache	ai_cache_20260619
Achievement Diary - Falador	成就日志 - 法拉多城	manual	ai_cache	ai_cache_20260619
Achievement Diary - Fremennik	成就日志 - 费明尼克	manual	ai_cache	ai_cache_20260619
Achievement Diary - Kandarin	成就日志 - 坎达林王国	manual	ai_cache	ai_cache_20260619
Achievement Diary - Karamja	成就日志 - 卡拉姆詹岛	manual	ai_cache	ai_cache_20260619
Achievement Diary - Kourend & Kebos	成就日志 - 库兰德王国与凯博斯	manual	ai_cache	ai_cache_20260619
Achievement Diary - Lumbridge & Draynor	成就日志 - 仑桥镇与德雷诺村	manual	ai_cache	ai_cache_20260619
Achievement Diary - Morytania	成就日志 - 莫利塔尼亚	manual	ai_cache	ai_cache_20260619
Agility or 60 Strength	敏捷或60级力量	manual	ai_cache	ai_cache_20260619
Attack or 70 Strength or 70 Ranged or 70 Magic	攻击或70级力量或70级远程或70级魔法	manual	ai_cache	ai_cache_20260619
Bake a summer pie in the Cooking Guild.	在厨师公会里烤一个夏日派。	manual	ai_cache	ai_cache_20260619
Bake some Bread on the Lumbridge kitchen range.	在仑桥镇厨房炉灶上烤些面包。	manual	ai_cache	ai_cache_20260619
Be assigned a Slayer task by the Slayer Master in Shilo Village.	接受希洛村杀戮大师分配的杀戮任务	manual	ai_cache	ai_cache_20260619
Bones.)	骨头。）	manual	ai_cache	ai_cache_20260619
Browse the Stonemasons shop.	浏览石匠的商店。	manual	ai_cache	ai_cache_20260619
Burn some Maple logs with a bow in Seers' Village.	在先知村用弓点燃一些枫木原木。	manual	ai_cache	ai_cache_20260619
Cast Bones to Peaches in Al Kharid palace.	在阿尔卡里德宫殿施放化骨为桃术。	manual	ai_cache	ai_cache_20260619
Cast Monster Examine on a Troll south of Mount Quidamortem.	对奎达莫特山南边的巨魔施放怪物检视术。	manual	ai_cache	ai_cache_20260619
Cast one of the 3 God spells against another player in the Wilderness.	在荒野中对其他玩家施放3种神明法术之一。	manual	ai_cache	ai_cache_20260619
Cast the Ardougne Teleport spell.	施放阿多尼城传送术。	manual	ai_cache	ai_cache_20260619
Cast the teleport to Lumbridge spell.	施放传送至仑桥镇法术。	manual	ai_cache	ai_cache_20260619
Cast the teleport to Varrock spell.	施放将目标传送到维洛克城的法术。	manual	ai_cache	ai_cache_20260619
Catch a Black Salamander in the Wilderness.	在荒野中捕捉一只黑色蝾螈。	manual	ai_cache	ai_cache_20260619
Catch a Bluegill on Molch Island.	在莫尔奇岛钓一条蓝鳃鱼。	manual	ai_cache	ai_cache_20260619
Catch a Cerulean twitch.	钓一条天蓝鳍鱼。	manual	ai_cache	ai_cache_20260619
Catch a Chinchompa in the Kourend Woodland.	在库兰德林地抓一只炸弹鼠。	manual	ai_cache	ai_cache_20260619
Catch a Leaping Sturgeon.	钓一条跃起的鲟鱼。	manual	ai_cache	ai_cache_20260619
Catch a Mackerel at Catherby.	在凯瑟比镇钓鲭鱼。	manual	ai_cache	ai_cache_20260619
Catch a Sabre-toothed Kyatt.	抓一只剑齿虎。	manual	ai_cache	ai_cache_20260619
Catch a Snowy knight.	钓雪白骑士鱼。	manual	ai_cache	ai_cache_20260619
Catch a karambwan.	钓一条卡拉姆班鱼。	manual	ai_cache	ai_cache_20260619
Catch a swamp lizard.	抓条沼泽蜥蜴。	manual	ai_cache	ai_cache_20260619
Catch an Essence or Eclectic impling in Puro-Puro.	在普鲁普鲁抓到精华小精灵或古怪小精灵。	manual	ai_cache	ai_cache_20260619
Catch and cook a Bass in Catherby.	在凯瑟比镇钓一条鲈鱼并烹饪。	manual	ai_cache	ai_cache_20260619
Catch some Anchovies in Al Kharid.	在阿尔卡里德城抓些凤尾鱼。	manual	ai_cache	ai_cache_20260619
Catch some Salmon in Lumbridge.	在仑桥镇钓些鲑鱼。	manual	ai_cache	ai_cache_20260619
Change your boots at Yrsa's Shoe Store.	在伊尔萨的鞋店更换靴子。	manual	ai_cache	ai_cache_20260619
Change your family crest to the Saradomin symbol.	将你的家徽更改为萨拉多明圣徽。	manual	ai_cache	ai_cache_20260619
Charge a Water Orb.	给水宝珠充能。	manual	ai_cache	ai_cache_20260619
Charge an Air Orb.	给风宝珠充能。	manual	ai_cache	ai_cache_20260619
Charge an Earth Orb.	为大地宝珠充能。	manual	ai_cache	ai_cache_20260619
Charter a ship from the shipyard in the far east of Karamja.	从卡拉姆詹岛远东的造船厂租一艘船。	manual	ai_cache	ai_cache_20260619
Charter the Lady of the Waves from Cairn Isle to Port Khazard.	从凯恩岛租用海浪女士号前往卡扎德港。	manual	ai_cache	ai_cache_20260619
Check the health of a palm tree in Brimhaven.	检查布尔哈文镇的棕榈树健康状况	manual	ai_cache	ai_cache_20260619
Check the health of your Calquat tree patch.	检查你的卡夸特树种植地的健康状况。	manual	ai_cache	ai_cache_20260619
Chop some Mahogany logs north of the Farming Guild.	去农业公会北边砍些红木原木。	manual	ai_cache	ai_cache_20260619
Chop some Redwood logs.	砍些红杉原木。	manual	ai_cache	ai_cache_20260619
Chop some magic logs at the Mage Training Arena.	去法师训练场砍些魔法原木。	manual	ai_cache	ai_cache_20260619
Chop some willow logs in Draynor Village.	在德雷诺村砍些柳木原木。	manual	ai_cache	ai_cache_20260619
Chop some yew logs from a fallen Ent.	从倒下的树人身上砍些紫杉原木。	manual	ai_cache	ai_cache_20260619
Chop some yew logs in Varrock and burn them at the top of the Varrock church.	在维洛克城砍些紫杉原木，然后在维洛克教堂顶部点燃它们。	manual	ai_cache	ai_cache_20260619
Chop the vines to gain deeper access to Brimhaven Dungeon.	砍伐藤蔓以获得深入布尔哈文地牢的途径。	manual	ai_cache	ai_cache_20260619
Claim a security book from the Security guard at Port Sarim jail.	从沙林港监狱的保安那里领取一本安全手册。	manual	ai_cache	ai_cache_20260619
Claim a ticket from the Agility Arena in Brimhaven.	从布尔哈文镇的敏捷竞技场领取一张票券。	manual	ai_cache	ai_cache_20260619
Climb over the western Falador wall.	爬过法拉多城的西墙。	manual	ai_cache	ai_cache_20260619
Climb the advanced spike chain within Slayer Tower.	攀爬杀戮者之塔内的高级尖刺锁链。	manual	ai_cache	ai_cache_20260619
Climb the stairs within Brimhaven Dungeon.	爬上布尔哈文地牢内的楼梯。	manual	ai_cache	ai_cache_20260619
Collect 5 palm leaves.	收集5片棕榈叶。	manual	ai_cache	ai_cache_20260619
Collect at least 100 Tears of Guthix in one visit.	单次收集至少100个古斯之泪。	manual	ai_cache	ai_cache_20260619
Collect at least 2 yew roots from the Tree patch in Varrock Palace.	从维洛克宫殿的树地里收集至少2根紫杉树根。	manual	ai_cache	ai_cache_20260619
Collect some Nightshade from the Skavid Caves.	从斯卡维德洞穴收集一些龙葵。	manual	ai_cache	ai_cache_20260619
Complete a game of trouble brewing.	完成一场酿造麻烦游戏。	manual	ai_cache	ai_cache_20260619
Complete a lap of the Al Kharid agility course.	完成阿尔卡里德敏捷训练场一圈。	manual	ai_cache	ai_cache_20260619
Complete a lap of the Canifis agility course.	完成一次坎尼非斯村敏捷训练场的环形路线。	manual	ai_cache	ai_cache_20260619
Complete a lap of the Falador rooftop agility course.	完成法拉多屋顶敏捷训练场一圈。	manual	ai_cache	ai_cache_20260619
Complete a lap of the Rellekka agility course.	完成雷勒卡城敏捷训练场一圈。	manual	ai_cache	ai_cache_20260619
Complete a lap of the Seers' Village agility course.	完成先知村敏捷训练场一圈。	manual	ai_cache	ai_cache_20260619
Complete a lap of the Wilderness Agility course.	完成荒野敏捷训练场一圈。	manual	ai_cache	ai_cache_20260619
Complete a temple trek with a hard companion.	与困难同伴一起完成神庙之旅。	manual	ai_cache	ai_cache_20260619
Construct a Pyre ship from Magic Logs.	用魔法原木建造火葬船。	manual	ai_cache	ai_cache_20260619
Cook a karambwan thoroughly.	彻底烹饪卡拉姆班鱼。	manual	ai_cache	ai_cache_20260619
Cook a spider on a stick.	在棍子上烤蜘蛛。	manual	ai_cache	ai_cache_20260619
Cook a thin Snail on the Port Phasmatys range.	在法斯提斯港的炉灶上烹饪一份生薄荷蜗牛肉。	manual	ai_cache	ai_cache_20260619
Crack a wall safe within Rogues Den.	在盗贼巢穴内破解一堵墙壁保险箱。	manual	ai_cache	ai_cache_20260619
Craft 100 or more earth runes simultaneously from Essence without the use of Extracts.	同时从精华中制作100个或更多的大地符石，不使用提取物。	manual	ai_cache	ai_cache_20260619
Craft 140 Mind runes simultaneously from Essence without the use of Extracts.	同时用精华制作140个心灵符石，不使用提取物。	manual	ai_cache	ai_cache_20260619
Craft 140 or more Water runes simultaneously from Essence without the use of Extracts.	同时从精华中制作140个或更多水符文，不使用提取物。	manual	ai_cache	ai_cache_20260619
Craft 252 Air Runes simultaneously from Essence without the use of Extracts.	同时从精华中制作252个风符石，不使用提取物。	manual	ai_cache	ai_cache_20260619
Craft 56 Cosmic runes simultaneously from Essence without the use of Extracts.	同时用精华制作56个宇宙符石，不使用提取物。	manual	ai_cache	ai_cache_20260619
Craft 56 Nature runes simultaneously from Essence without the use of Extracts.	同时从精华中制作56个自然符文，不使用提取物。	manual	ai_cache	ai_cache_20260619
Craft 56 astral runes simultaneously from Essence without the use of Extracts.	同时用精华制作56个星界符文，不使用提取物。	manual	ai_cache	ai_cache_20260619
Craft a Black dragonhide body in Canifis bank.	在坎尼非斯银行制作一件黑龙皮甲。	manual	ai_cache	ai_cache_20260619
Craft a coif in the Lumbridge cow pen.	在仑桥镇奶牛场制作头巾。	manual	ai_cache	ai_cache_20260619
Craft a fruit basket on the Falador Farm loom.	在法拉多农场织布机上制作水果篮。	manual	ai_cache	ai_cache_20260619
Craft any Snelm from scratch in Morytania.	在莫利塔尼亚从头开始制作任何斯内姆。	manual	ai_cache	ai_cache_20260619
Craft one or more Blood runes from Dark essence fragments.	用黑暗精华碎片制作一个或多个血符石。	manual	ai_cache	ai_cache_20260619
Craft some Lava runes at the fire altar in Al Kharid.	在阿尔卡里德城的火祭坛制作一些熔岩符文。	manual	ai_cache	ai_cache_20260619
Craft some nature runes from Essence.	用精华制作一些自然符文。	manual	ai_cache	ai_cache_20260619
Craft some water runes from Essence.	用精华制作一些水符石。	manual	ai_cache	ai_cache_20260619
Craft, string and enchant an Amulet of Power in Lumbridge.	在仑桥镇制作、穿线并附魔一个力量护符。	manual	ai_cache	ai_cache_20260619
Create a Mind helmet.	制作心灵头盔。	manual	ai_cache	ai_cache_20260619
Create a Strength potion in the Lovakengj Pub.	在洛瓦肯吉酒馆制作一瓶力量药水。	manual	ai_cache	ai_cache_20260619
Create a Super Antipoison potion from scratch in the Seers/Catherby Area.	在先知村/凯瑟比镇区域从头制作超级解毒剂。	manual	ai_cache	ai_cache_20260619
Create an Ape Atoll teleport tablet.	制作猿猴岛传送板	manual	ai_cache	ai_cache_20260619
Create an antivenom potion whilst standing in the horse shoe mine.	在马蹄矿洞中制作抗毒药水。	manual	ai_cache	ai_cache_20260619
Create your own Battlestaff from scratch within the Farming Guild.	在农业公会从零开始制作你自己的战斗法杖。	manual	ai_cache	ai_cache_20260619
Cross the Coal truck log shortcut.	穿过煤车的原木捷径。	manual	ai_cache	ai_cache_20260619
Cross the lava using the stepping stones within Brimhaven Dungeon.	穿过布尔哈文地牢内的踏脚石，跨越熔岩。	manual	ai_cache	ai_cache_20260619
Cut a log from a mahogany tree.	从红木树上砍下一根原木。	manual	ai_cache	ai_cache_20260619
Cut a log from a teak tree.	从柚木树上砍下一根原木。	manual	ai_cache	ai_cache_20260619
Deliver an artefact to Captain Khaled.	将一件文物交给哈立德船长	manual	ai_cache	ai_cache_20260619
Enter the Champions' Guild.	进入冠军公会。	manual	ai_cache	ai_cache_20260619
Enter the Combat Training Camp north of W. Ardougne.	进入西阿多尼城北边的战斗训练营。	manual	ai_cache	ai_cache_20260619
Enter the Farming Guild.	进入农业公会。	manual	ai_cache	ai_cache_20260619
Enter the Ranging guild.	进入远程公会。	manual	ai_cache	ai_cache_20260619
Enter the Tolna dungeon after completing A Soul's Bane.	完成灵魂之灾后进入托尔纳地牢。	manual	ai_cache	ai_cache_20260619
Enter the Troll Stronghold.	进入巨魔要塞。	manual	ai_cache	ai_cache_20260619
Enter the Wilderness Godwars Dungeon.	进入荒野神战地牢。	manual	ai_cache	ai_cache_20260619
Enter the Woodcutting Guild.	进入伐木公会。	manual	ai_cache	ai_cache_20260619
Enter the mining guild wearing a Prospector helmet.	佩戴探矿者头盔进入采矿公会。	manual	ai_cache	ai_cache_20260619
Enter your Player Owned House from Hosidius.	进入你从霍西迪乌斯城的玩家房屋。	manual	ai_cache	ai_cache_20260619
Exchange gems for a machete.	用宝石兑换砍刀。	manual	ai_cache	ai_cache_20260619
Explore Cairn Island to the west of Karamja.	探索卡拉姆詹岛西边的凯恩岛。	manual	ai_cache	ai_cache_20260619
Find at least 3 magic roots at once when digging up your magic tree in Falador.	在法拉多城挖魔法树时一次性找到至少3根魔法树根。	manual	ai_cache	ai_cache_20260619
Find out what your family crest is from Sir Renitee.	从雷尼蒂爵士那里打听一下你的家徽。	manual	ai_cache	ai_cache_20260619
Fish a Trout from the River Molch.	从莫尔奇河钓一条鳟鱼。	manual	ai_cache	ai_cache_20260619
Fish and Cook 5 Sharks in Catherby using the Cooking gauntlets.	用烹饪手套在凯瑟比镇钓并烹饪5条鲨鱼。	manual	ai_cache	ai_cache_20260619
Fish some Raw Lava Eel in the Wilderness.	在荒野钓一些生熔岩鳗。	manual	ai_cache	ai_cache_20260619
Get a Slayer task from Vannaka.	从范纳卡那里领取杀戮任务。	manual	ai_cache	ai_cache_20260619
Get a slayer task from Chaeldar.	从查尔达那里获取杀戮任务。	manual	ai_cache	ai_cache_20260619
Get a slayer task from the Slayer Master in Canifis.	从坎尼非斯村的杀戮大师那里获得杀戮任务。	manual	ai_cache	ai_cache_20260619
Grapple across a pylon on the Dorgesh-Kaan Agility Course.	抓钩穿过多吉需坎城敏捷训练场上的塔架。	manual	ai_cache	ai_cache_20260619
Grapple across the River Lum.	抓钩过仑河。	manual	ai_cache	ai_cache_20260619
Grapple over Yanille's south wall.	抓钩越过亚尼勒城南墙。	manual	ai_cache	ai_cache_20260619
Grow a healthy fruit tree in the patch near Brimhaven.	在布尔哈文镇附近的种植地里种一棵健康的果树。	manual	ai_cache	ai_cache_20260619
Harvest some Bittercap Mushrooms from the patch in Canifis.	从坎尼非斯村的种植地收获一些苦帽菇。	manual	ai_cache	ai_cache_20260619
